,4EBP1_pS65,ACC_pS79,Akt_pS473,Akt_pT308,AMPK_pT172,Bad_pS112,c-Met_pY1235,c-Raf_pS338,Chk1_pS345,Chk2_pT68,EGFR_pY1068,EGFR_pY1173,ER-alpha_pS118,GSK3-alpha-beta_pS21_S9,HER2_pY1248,JNK_pT183_pT185,MAPK_pT202_Y204,MEK1_pS217_S221,mTOR_pS2448,NF-kB-p65_pS536,p27_pT157,p27_pT198,p38_pT180_Y182,p70S6K_pT389,p90RSK_pT359_S363,PDK1_pS241,PKC-alpha_pS657,PRAS40_pT246,Rb_pS807_S811,S6_pS235_S236,Src_pY416,Src_pY527,STAT3_pY705,YAP_pS127,YB-1_PS102
EGFR_pY1068,0.000561237,0.0004784,0.000915824,0.001940493,0.000402999,0.00056264,0.000268402,0.204335822,0.008199947,0.000857369,0.092121534,0.001205145,0.001120234,0.000722613,0.000650211,0.805332986,0.00137706,0.000810875,0.001187834,0.000512694,0.000279229,0.000519283,0.151304361,0.003626955,0.003339367,0.275257086,0.167077577,0.00058467,0.002984916,0.00169344,0.237376057,0.304434177,0.001364241,0.000518227,0.000737152
EGFR_pY1173,0.000841653,0.000434624,0.000647203,0.000606373,0.000482259,0.000550773,0.000289881,0.001317199,0.000639466,0.000564307,0.000610369,0.00056347,0.003746692,0.0006309,0.001211604,0.008360483,0.000636,0.00058615,0.000666497,0.000530165,0.000260185,0.003603554,0.857113061,0.000782493,0.005994635,0.041051535,0.003373957,0.00064436,0.000597801,0.000582918,0.001766464,0.000919987,0.000721739,0.000868296,0.00059907
ER-alpha_pS118,0.000601777,0.001575117,0.000740967,0.000620607,0.020301567,0.000741388,0.000299014,0.001330601,0.000935904,0.002058508,0.013474023,0.000794917,0.90795054,0.000610086,0.002359019,0.009282701,0.009256568,0.001479594,0.002137408,0.000598358,0.001148754,0.001658802,0.001150615,0.001237768,0.538663771,0.000656736,0.000741909,0.002399958,0.005193515,0.001415421,0.000741729,0.006961643,0.001338764,0.000739851,0.000752022
GSK3-alpha-beta_pS21_S9,0.000562213,0.002667914,0.000653695,0.002138888,0.001165143,0.002566027,0.000493325,0.000747166,0.001174135,0.000635309,0.00040988,0.000563664,0.004530956,0.000601286,0.040408105,0.006458877,0.001346306,0.004817947,0.076006131,0.0063734,0.000427382,0.00049856,0.00047249,0.000978674,0.002440964,0.001630114,0.000391252,0.001239264,0.003402019,0.000703971,0.002101982,0.000775417,0.002879821,0.000710651,0.000810093
HER2_pY1248,0.001327028,0.000818351,0.000776898,0.000628039,0.000638537,0.005792846,0.000293612,0.684273298,0.001241167,0.000662777,0.003203935,0.000573502,0.00077379,0.000965583,0.005497619,0.671368314,0.010841219,0.010981351,0.001445122,0.000987414,0.000377148,0.00071464,0.300470836,0.001161126,0.002706558,0.039002478,0.128341118,0.001152811,0.041716054,0.000607709,0.921486035,0.510544066,0.004693658,0.000615838,0.001207115
JNK_pT183_pT185,0.000596594,0.001047931,0.000901815,0.003468892,0.000335979,0.000936265,0.000265711,0.000834206,0.117065767,0.000594555,0.000466355,0.014843512,0.000584037,0.001157672,0.002698658,0.014291089,0.000697397,0.000810222,0.003555297,0.00082381,0.000717735,0.003161455,0.003708142,0.000765815,0.005226322,0.000655681,0.000618649,0.000653081,0.001268611,0.000696812,0.000875609,0.000922875,0.406169655,0.000704453,0.000762692
MAPK_pT202_Y204,0.00084937,0.000954364,0.001559683,0.046610104,0.000318671,0.088639329,0.000275596,0.02329729,0.039894119,0.000579365,0.066421065,0.165114681,0.000971668,0.062511671,0.214551194,0.00747285,0.885790975,0.891357176,0.268269336,0.002633612,0.000438192,0.002211029,0.001900318,0.00111129,0.41709203,0.001728296,0.005447015,0.006131392,0.031332717,0.000939182,0.000844253,0.000735346,0.007240713,0.000730993,0.000603399
MEK1_pS217_S221,0.000587676,0.000794895,0.001178109,0.012048468,0.000314688,0.008786703,0.000276577,0.001316164,0.00753636,0.000782485,0.047193554,0.183679795,0.000615725,0.081245269,0.031999601,0.009266026,0.284510681,0.219931655,0.001299197,0.005405709,0.00076585,0.002430295,0.001241733,0.000593222,0.001335498,0.001017934,0.002047765,0.013935007,0.519695843,0.000636495,0.001483351,0.001132944,0.019755563,0.0006063,0.018167132
mTOR_pS2448,0.993807679,6.27E-05,0.019788773,0.75451014,0.000282815,0.000583226,1.03E-05,0.000145489,0.000132439,0.006304526,0.001536799,0.001453111,0.000289918,3.46E-05,0.025938954,0.003734971,0.000150304,0.001502265,0.001817913,0.003821703,0.000101208,0.000383669,0.007258515,0.042179214,0.008076212,9.95E-05,0.000110803,0.046598991,0.000137509,0.001338455,0.005167703,8.09E-05,0.017608611,0.000209986,0.006002251
NF-kB-p65_pS536,0.000776707,0.000460058,0.00073885,0.000576295,0.000329497,0.000702321,0.000354605,0.000724252,0.000694515,0.000853524,0.000351504,0.00224333,0.00066255,0.000487075,0.001145598,0.002456422,0.001141555,0.011860691,0.00070982,0.210243713,0.000272235,0.000452815,0.000720061,0.000955525,0.001306254,0.000631952,0.000380835,0.001129583,0.000992282,0.000800029,0.002902793,0.000701023,0.001517207,0.000774801,0.000835738
p27_pT157,0.001469429,0.000543523,0.00062121,0.000594954,0.000413801,0.000597727,0.000374253,0.000810975,0.000822329,0.000562253,0.00045748,0.000564441,0.000891436,0.0005158,0.002502895,0.002724424,0.000736631,0.000625538,0.000811174,0.000498497,0.000816469,0.00210813,0.0008467,0.000796203,0.001049157,0.000608216,0.00140501,0.001182942,0.001385627,0.000698231,0.00145283,0.000919706,0.002308182,0.001259336,0.000618837
p27_pT198,0.000640723,0.000634566,0.000611203,0.000789701,0.000586965,0.000972205,0.000292896,0.001247297,0.002547593,0.000547873,0.000346991,0.00361688,0.000568946,0.000643453,0.00090014,0.000922935,0.000611697,0.00115674,0.002768473,0.000606886,0.00037572,0.001743346,0.002620771,0.000820548,0.000794488,0.000635899,0.001938492,0.000667225,0.000688,0.000769927,0.003525736,0.001543413,0.000947684,0.000613285,0.000633255
p38_pT180_Y182,0.000946812,0.000461245,0.000923903,0.007626432,0.000320752,0.000612141,0.000350727,0.000709872,0.031199929,0.001141531,0.002013432,0.000519258,0.004794234,0.000858608,0.001068708,0.000759398,0.001716424,0.010182004,0.000599665,0.001562854,0.000277677,0.000472533,0.000467283,0.007452439,0.000763133,0.017054696,0.000396649,0.000856156,0.000613742,0.000607288,0.000920265,0.000611039,0.008778595,0.000715087,0.000872485
p70S6K_pT389,0.000723569,0.002202276,0.00069302,0.004476138,0.000379267,0.012612373,0.000308924,0.002252874,0.000984424,0.000598143,0.003860582,0.319805479,0.000592971,0.223525441,0.24265748,0.002071795,0.001095264,0.040247693,0.881624977,0.03898983,0.000579006,0.368100302,0.004002288,0.988184372,0.000799626,0.89629903,0.000536913,0.842781183,0.000779541,0.384600042,0.060217901,0.000745101,0.008783953,0.003545446,0.279892501
p90RSK_pT359_S363,0.000781872,0.002005256,0.000596572,0.000817901,0.002148158,0.204393482,0.000703914,0.002775285,0.009292171,0.000974613,0.000574656,0.006232134,0.001604595,0.007203139,0.000966756,0.138190966,0.002857021,0.000723399,0.094524839,0.000504306,0.000397215,0.000506508,0.042992705,0.000650268,0.570395994,0.000636743,0.000575311,0.000819018,0.273465295,0.264638533,0.000764019,0.008850852,0.001000922,0.000718386,0.000902771
PDK1_pS241,0.000575268,0.000509294,0.247643967,0.224321276,0.000515485,0.001026154,0.000986549,0.000694765,0.000636317,0.000550758,0.000822061,0.000596818,0.000530861,0.016100502,0.002285768,0.000940969,0.000985356,0.001254966,0.000884648,0.000486597,0.000318327,0.002902708,0.000285223,0.171713814,0.000645929,0.001648618,0.026569162,0.010053555,0.000574742,0.000599565,0.002303584,0.002012273,0.000771427,0.000726144,0.000656746
PKC-alpha_pS657,0.000693136,0.000492873,0.000610874,0.000705558,0.000317172,0.001782872,0.000365647,0.001231689,0.001754737,0.000563712,0.000356137,0.003136759,0.000889027,0.000655174,0.003134673,0.001134721,0.000784282,0.000587146,0.000765483,0.000512082,0.001246759,0.00367451,0.001062475,0.000606745,0.000818833,0.000643164,0.002042869,0.000660725,0.000787969,0.000655117,0.000927326,0.000966307,0.000867632,0.00059743,0.001356272
PRAS40_pT246,0.001160997,0.00055945,0.000596296,0.000724315,0.000307472,0.002954058,0.000382812,0.000779695,0.000781648,0.000881113,0.000530181,0.001131666,0.00059622,0.001955297,0.015699148,0.000821553,0.00131783,0.012824233,0.009421546,0.016021256,0.000310683,0.003569695,0.000496589,0.000855087,0.000713386,0.002936089,0.002000321,0.000639925,0.001890019,0.001059979,0.010430892,0.000633313,0.001707852,0.000721158,0.006045718
Rb_pS807_S811,0.000860798,0.00097906,0.000611083,0.001524292,0.005273129,0.001302676,0.000499749,0.001084007,0.025930823,0.000549537,0.000566469,0.000493016,0.00136524,0.000593542,0.000697938,0.000813974,0.000767641,0.008151232,0.001166298,0.000596487,0.000681785,0.001318451,0.000367419,0.000580003,0.001487924,0.0094698,0.000591658,0.00068087,0.368424175,0.000607844,0.00059725,0.002276177,0.002858393,0.00052592,0.001289817
S6_pS235_S236,0.000599631,0.001245623,0.000887428,0.005064057,0.000307242,0.011946498,0.000304901,0.002311206,0.000941749,0.00065916,0.002949526,0.004389219,0.000571997,0.00108648,0.062595515,0.001294807,0.001003435,0.031879455,0.151098473,0.0920021,0.000468093,0.001338387,0.766827589,0.000900234,0.000723621,0.002151807,0.000560969,0.008815478,0.000824225,0.88723896,0.03579402,0.000876453,0.005474789,0.001432404,0.595646801
Src_pY416,0.000583692,0.00075763,0.000595647,0.000673268,0.000789558,0.003304177,0.002411271,0.000994339,0.001934886,0.000601838,0.001403868,0.000536799,0.000583018,0.000767849,0.002244938,0.001141712,0.001599785,0.001179663,0.00126505,0.001461712,0.000271745,0.002138301,0.00098154,0.000622215,0.000837994,0.007022259,0.000575136,0.000604169,0.000904576,0.000646054,0.002247736,0.001650226,0.189813835,0.000716605,0.002000377
Src_pY527,0.00106586,0.000886362,0.000652425,0.000670365,0.001385289,0.001548923,0.007249184,0.000619259,0.000616629,0.000682549,0.000587596,0.000839858,0.000542229,0.000492622,0.000667431,0.001045374,0.000778223,0.000595184,0.012537396,0.000389504,0.001398579,0.002741209,0.002475295,0.000603705,0.005846329,0.001899159,0.001446779,0.000598869,0.000586062,0.000613006,0.002052022,0.462264247,0.201322454,0.000552087,0.000678979
STAT3_pY705,0.000611854,0.00263539,0.000636788,0.000568876,0.000693422,0.000651557,0.000637777,0.000743775,0.000911042,0.000737876,0.000507191,0.000515684,0.019766873,0.000540395,0.011422481,0.006157212,0.001245879,0.000770916,0.000842359,0.001040138,0.000547421,0.001194118,0.00694181,0.000694843,0.008219736,0.001908858,0.000729952,0.00063789,0.001103552,0.000701536,0.004092236,0.000715814,0.945223141,0.001035505,0.000835224
YAP_pS127,0.000674857,0.001086113,0.000753913,0.000878992,0.000546855,0.055893764,0.001741504,0.00079366,0.002408432,0.000576675,0.002445945,0.001336165,0.003228337,0.000613817,0.000871323,0.000886278,0.001326195,0.001407791,0.000728121,0.000449983,0.000272775,0.000395658,0.000312861,0.000697263,0.002345208,0.002574101,0.000385827,0.000607893,0.000613805,0.000761907,0.002224065,0.002930559,0.000708272,0.006733278,0.001205015
YB-1_PS102,0.001364196,0.000588531,0.000603036,0.000626902,0.000711138,0.000906161,0.000430633,0.000776204,0.000781157,0.000868772,0.004336565,0.001093441,0.000891174,0.000481901,0.001346378,0.001054879,0.010728647,0.021846361,0.000657537,0.000812187,0.00030361,0.000600215,0.001806997,0.000595257,0.002709605,0.000711305,0.000426447,0.000685958,0.0008761,0.000796378,0.003433024,0.001484465,0.003503274,0.002672306,0.285501135
